ComuneCercaOLD,Comune_residenza_old_MANUALE,appoggio,Comune_residenza,Frequenza sinistri 2021,Costo Medio Totale 2021,Veicoli Anno 2021,Frequenza sinistri 2020,Costo Medio totale 2020,Veicoli Anno 2020,Frequenza sinistri 2019,Costo Medio totale 2019,Veicoli Anno 2019,Frequenza sinistri 2018,Costo Medio totale 2018,Veicoli Anno 2018,Regione,Provincia,Zona
Castelsantangelo sul Nera,,,Castelsantangelo sul Nera,0.013537822,3866,147.7342466,0.033293914,1497.6,150.1775956,0.044784491,1583.428571,156.3041096,0.032137071,2743.8,155.5835616,Marche,Macerata,Centro
Bordano,,,Bordano,0.021205211,1715.625,377.2657534,0.021536379,1773.375,371.4644809,0.019276181,1058.857143,363.1424658,0.036287717,3392.083333,330.690411,Friuli-Venezia Giulia,Udine,Nord-est
Cessapalombo,,,Cessapalombo,0.027355753,6503.428571,255.8876712,0.043885331,79477.25,273.4398907,0.025701381,756,272.3589041,0.04848169,2264.769231,268.1424658,Marche,Macerata,Centro
Monsummano Terme,,,Monsummano Terme,0.048932518,5535.995238,8583.249315,0.047538055,5037.138889,9087.456284,0.065755796,5023.242472,9596.112329,0.069021565,3628.08646,8881.282192,Toscana,Pistoia,Centro
Mogliano,,,Mogliano,0.039176276,13455.16842,2424.936986,0.031376149,15672.46835,2517.836066,0.039193042,3400.061224,2500.443836,0.052301986,2739.355372,2313.487671,Marche,Macerata,Centro
Gualdo,,,Gualdo,0.016411871,1978.25,487.4520548,0.027043925,3967.615385,480.6994536,0.039272427,2956.789474,483.8,0.024887212,2728.416667,482.1753425,Marche,Macerata,Centro
Cingoli,,,Cingoli,0.033943177,12648,6098.427397,0.026997524,8269.902439,6074.631148,0.039871272,4364.123457,6094.613699,0.042393496,3383.975904,5873.542466,Marche,Macerata,Centro
Corridonia,,,Corridonia,0.044461287,4725.002882,7804.542466,0.033659614,4172.855019,7991.773224,0.057563507,2916.557235,8043.290411,0.060880997,3179.686695,7654.276712,Marche,Macerata,Centro
Fiastra,,,Fiastra,0.018147982,2624.571429,385.7178082,0.018103448,3647.285714,386.6666667,0.023806418,26430,378.0493151,0.019517822,3999,358.6465753,Marche,Macerata,Centro
Fiuminata,,,Fiuminata,0.01946999,1782.2,770.4164384,0.024016246,1656.842105,791.1311475,0.026209698,3391.619048,801.230137,0.049606741,3257.419355,624.9150685,Marche,Macerata,Centro
Gagliole,,,Gagliole,0.018436073,3602.285714,379.690411,0.029680197,25582.72727,370.6174863,0.039867182,7595.666667,376.2493151,0.072051427,7101.26087,319.2164384,Marche,Macerata,Centro
Macerata,,,Macerata,0.045749249,5710.777898,20175.19452,0.043997744,3821.725446,20364.68033,0.05800333,4933.804549,20464.34247,0.059346145,5888.102716,19849.64658,Marche,Macerata,Centro
Matelica,,,Matelica,0.031259262,3576.048485,5278.435616,0.032999035,4459.016667,5454.704918,0.041546028,7848.087336,5511.958904,0.037657952,3491.989305,4965.750685,Marche,Macerata,Centro
Monte Cavallo,,,Monte Cavallo,0.017256051,533,57.95068493,0.018070505,620,55.33879781,0.053380783,2822,56.2,0.034600436,22931,57.80273973,Marche,Macerata,Centro
Montefano,,,Montefano,0.025501886,3421.777778,1764.575342,0.020981519,3875.923077,1858.778689,0.043053359,10237.88889,1881.386301,0.042134198,8467.640625,1518.956164,Marche,Macerata,Centro
Montelupone,,,Montelupone,0.033693545,3299.322581,1840.115068,0.031113463,3151.741379,1864.144809,0.051223454,3547.747368,1854.619178,0.045083569,3504.063291,1752.30137,Marche,Macerata,Centro
Morrovalle,,,Morrovalle,0.041047058,14802.85714,4604.471233,0.033098796,4421.529412,4622.52459,0.052082064,4593.870833,4608.112329,0.056870864,8484.25,4290.421918,Marche,Macerata,Centro
Pievebovigliana,Pievebovigliana,,Valfornace,0.020729321,2593.363636,530.6493151,0.013630632,2119.285714,513.5491803,0.03328202,3221.705882,510.7863014,0.030241297,1740.882353,562.1452055,Marche,Macerata,Centro
Pieve Torina,,,Pieve Torina,0.034276994,4868,700.1780822,0.028787277,2541.75,694.7513661,0.046978381,2839.71875,681.1643836,0.032070483,3293.590909,685.9890411,Marche,Macerata,Centro
Poggio San Vicino,,,Poggio San Vicino,0.014702624,22846.5,136.030137,0.007198206,2670,138.9234973,0.02898896,8458.25,137.9835616,0.022683488,3701.333333,132.2547945,Marche,Macerata,Centro
Porto Recanati,,,Porto Recanati,0.041617866,14531.78341,5214.106849,0.035033712,5534.673797,5337.715847,0.055263271,6351.347682,5464.750685,0.058759099,5677.447712,5207.70411,Marche,Macerata,Centro
Buttrio,,,Buttrio,0.034489104,2776.815789,2203.594521,0.015630456,2371.470588,2175.240437,0.036335095,2703.141026,2146.684932,0.035309173,14908.04286,1982.487671,Friuli-Venezia Giulia,Udine,Nord-est
Potenza Picena,,,Potenza Picena,0.041720455,4795.546326,7502.315068,0.03503514,8252.762082,7678.005464,0.051554922,3522.873134,7797.509589,0.052579648,4588.691327,7455.356164,Marche,Macerata,Centro
Urbisaglia,,,Urbisaglia,0.038578585,5537.037736,1373.819178,0.025959885,3285.432432,1425.275956,0.050300064,3548.287671,1451.290411,0.04895805,15875.24638,1409.369863,Marche,Macerata,Centro
Recanati,,,Recanati,0.04352582,4805.769547,11165.7863,0.037742874,4421.450704,11286.89891,0.051631647,7001.415385,11330.26027,0.048523124,5487.280156,10592.88767,Marche,Macerata,Centro
Maltignano,,,Maltignano,0.040208264,3523.207547,1318.136986,0.03616929,2350.55102,1354.740437,0.048272297,2122.272727,1367.243836,0.032957038,1851.536585,1244.043836,Marche,Ascoli Piceno,Centro
Sant'Angelo in Pontano,,,Sant'Angelo in Pontano,0.023486665,2032.666667,638.660274,0.027164098,2300.944444,662.6393443,0.031504963,3145.952381,666.5616438,0.034423187,25590.36364,639.1041096,Marche,Macerata,Centro
Massignano,,,Massignano,0.023845136,3181.526316,796.8082192,0.035447206,2770.857143,789.9071038,0.053356073,2526.714286,787.1643836,0.052768737,2803.717949,739.0739726,Marche,Ascoli Piceno,Centro
San Ginesio,,,San Ginesio,0.028077463,4777.785714,1994.482192,0.024398108,13514.30612,2008.352459,0.032277111,10472.26154,2013.810959,0.045434421,11914.70455,1936.857534,Marche,Macerata,Centro
San Severino Marche,,,San Severino Marche,0.04115329,8594.97561,6973.926027,0.034858864,4786.279835,6970.967213,0.046763456,6512.932308,6949.871233,0.051911932,3516.116719,6106.49589,Marche,Macerata,Centro
Monsampolo del Tronto,,,Monsampolo del Tronto,0.03346467,3735.291139,2360.69863,0.026948285,3051.123077,2412.027322,0.039292158,2661.833333,2443.235616,0.048929097,4409.913043,2350.339726,Marche,Ascoli Piceno,Centro
Sarnano,,,Sarnano,0.035327833,1980.202899,1953.134247,0.029330716,2969.54386,1943.355191,0.04375826,7519.058824,1942.490411,0.043985856,18189.34146,1864.235616,Marche,Macerata,Centro
Montale,,,Montale,0.054912698,3205.653571,5099.00274,0.051322138,14741.78358,5221.918033,0.068538904,3868.439891,5340.032877,0.072340609,4064.03352,4948.810959,Toscana,Pistoia,Centro
Sefro,,,Sefro,0.026538378,1872.333333,226.0876712,0.030189124,4687.857143,231.8715847,0.046089562,5887.272727,238.6657534,0.022873974,5728,218.5890411,Marche,Macerata,Centro
Lamporecchio,,,Lamporecchio,0.053476753,10579.83422,3496.846575,0.037537858,3577.171642,3569.729508,0.064916435,3472,3743.273973,0.06542351,3218.34188,3576.69589,Toscana,Pistoia,Centro
Serrapetrona,,,Serrapetrona,0.033590159,3510.5,535.8712329,0.021758301,1896.333333,551.5136612,0.039564531,3998.869565,581.3287671,0.038028001,1633.095238,552.2246575,Marche,Macerata,Centro
Summonte,,,Summonte,0.044218752,4561.666667,814.1342466,0.029237288,2554.043478,786.6666667,0.081779325,4523.276923,794.8219178,0.069284233,3340.211538,750.5315068,Campania,Avellino,Sud
Serravalle di Chienti,,,Serravalle di Chienti,0.026512222,2471.352941,641.2136986,0.031196461,2992.7,641.0983607,0.035914753,1685.363636,612.5616438,0.037660632,4061.045455,584.1643836,Marche,Macerata,Centro
Montefalco,,,Montefalco,0.029959021,3656.723404,3137.619178,0.025428047,2870.888889,3185.459016,0.038231019,5645.803279,3191.126027,0.042084952,2737.654412,3231.558904,Umbria,Perugia,Centro
Tolentino,,,Tolentino,0.037327787,3247.433908,9322.813699,0.035892045,6123.040462,9640.019126,0.051158968,4960.185039,9929.832877,0.054268446,3373.932171,9508.287671,Marche,Macerata,Centro
Martignacco,,,Martignacco,0.036083305,3055.407407,3741.342466,0.03247315,2511.841667,3695.360656,0.047342986,9196.321839,3675.306849,0.043547448,2240.701987,3467.482192,Friuli-Venezia Giulia,Udine,Nord-est
Treia,,,Treia,0.032462923,5098.843373,5113.526027,0.033182091,3716.82659,5213.655738,0.04549336,7837.438298,5165.589041,0.041678447,4308.304813,4486.731507,Marche,Macerata,Centro
Baia e Latina,,,Baia e Latina,0.021069165,1962.842105,901.7917808,0.019285548,1763.941176,881.489071,0.032494344,3783.689655,892.4630137,0.042135971,8963.594595,878.109589,Campania,Caserta,Sud
Ussita,,,Ussita,0.026153313,3385.5,229.4164384,0.025691723,4966.333333,233.5382514,0.049018511,4851.416667,244.8054795,0.029565942,1989.571429,236.7589041,Marche,Macerata,Centro
San Pietro di Feletto,,,San Pietro di Feletto,0.029388783,2476.75,2994.339726,0.027697327,3383.395062,2924.469945,0.044629756,2935.307692,2912.854795,0.044643775,4212.168142,2531.147945,Veneto,Treviso,Nord-est
Visso,,,Visso,0.033501299,39953,596.9917808,0.024754596,1094.4,605.9480874,0.071345449,3363.511628,602.7013699,0.051703378,3018.2,580.2328767,Marche,Macerata,Centro
Capodrise,,,Capodrise,0.065345162,3564.621277,3596.287671,0.061688447,3147.502203,3679.781421,0.07285733,2963.761194,3678.421918,0.078042063,2748.083916,3664.690411,Campania,Caserta,Sud
Castignano,,,Castignano,0.022559807,2399.783784,1640.084932,0.020596477,4794.382353,1650.76776,0.026368667,3837.953488,1630.723288,0.034619884,2802.037037,1559.79726,Marche,Ascoli Piceno,Centro
Castel Morrone,,,Castel Morrone,0.034647917,2301.017544,1645.120548,0.032470169,2291.25,1601.469945,0.036141313,6067.631579,1577.142466,0.044559054,2577.434783,1548.506849,Campania,Caserta,Sud
Acquasanta Terme,,,Acquasanta Terme,0.033068936,2568.098039,1542.232877,0.026635663,16351.85366,1539.289617,0.036150182,2114.285714,1549.093151,0.038536056,17216.24561,1479.134247,Marche,Ascoli Piceno,Centro
Larciano,,,Larciano,0.043954924,4067.946154,2957.575342,0.03740003,4831.185841,3021.387978,0.054346044,3729.880952,3091.30137,0.059957272,6511.045714,2918.745205,Toscana,Pistoia,Centro
Appignano del Tronto,,,Appignano del Tronto,0.031957274,16523.375,1001.336986,0.021768281,2102.590909,1010.644809,0.038215381,28777.10256,1020.531507,0.030910064,1869.419355,1002.909589,Marche,Ascoli Piceno,Centro
Colli del Tronto,,,Colli del Tronto,0.031772871,3923.575758,2077.243836,0.025162503,2211.90566,2106.308743,0.043412299,2839.822222,2073.145205,0.041002696,2316.439024,1999.868493,Marche,Ascoli Piceno,Centro
San Polo di Piave,,,San Polo di Piave,0.033021082,4276.633333,2725.531507,0.028772142,3465.362319,2398.153005,0.039198139,1981.791667,2449.09589,0.043689852,2542.161905,2403.30411,Veneto,Treviso,Nord-est
Arquata del Tronto,,,Arquata del Tronto,0.041999079,2208.625,571.4410959,0.028602557,37236.35294,594.352459,0.038509881,5041.695652,597.2493151,0.051873015,4168.689655,559.0575342,Marche,Ascoli Piceno,Centro
Cannara,,,Cannara,0.041116578,3960.010417,2334.824658,0.031623768,5619.826667,2371.63388,0.050474574,2993.454545,2397.246575,0.048371236,2966.210084,2460.139726,Umbria,Perugia,Centro
Comunanza,,,Comunanza,0.021514369,2597.054054,1719.780822,0.019419809,2907.794118,1750.789617,0.034756566,2571.741935,1783.835616,0.036067194,2661.515625,1774.465753,Marche,Ascoli Piceno,Centro
Ascoli Piceno,,,Ascoli Piceno,0.039721271,4998.682243,24243.93699,0.033012732,6898.808989,24263.36612,0.048887692,4929.072787,24730.15068,0.053105173,5387.928854,23820.65479,Marche,Ascoli Piceno,Centro
Pomigliano d'Arco,,,Pomigliano d'Arco,0.066099845,3737.165517,13161.90685,0.059228807,3298.943949,13253.68579,0.078313499,3220.737198,13216.11233,0.084411556,3548.145488,12865.53699,Campania,Napoli,Sud
Carassai,,,Carassai,0.045347898,4643.961538,573.3452055,0.028344353,1694,564.4863388,0.040286396,9247.869565,570.9123288,0.038761,3801.045455,567.5808219,Marche,Ascoli Piceno,Centro
Vagli Sotto,,,Vagli Sotto,0.052596818,4094.541667,456.3013699,0.030000878,3333,466.6530055,0.060342334,2974.964286,464.0191781,0.056009514,2621.125,428.4986301,Toscana,Lucca,Centro
Force,,,Force,0.043647472,2263.424242,756.0575342,0.01965178,5653.4,763.2896175,0.027841729,1775.727273,790.1808219,0.028381578,1899.363636,775.1506849,Marche,Ascoli Piceno,Centro
Grottammare,,,Grottammare,0.042238475,3380.200617,7670.731507,0.033831564,2553.876404,7892.038251,0.0531318,3055.692488,8017.79726,0.056449182,2863.869249,7316.315068,Marche,Ascoli Piceno,Centro
San Romano in Garfagnana,,,San Romano in Garfagnana,0.037720946,4887.357143,742.2931507,0.041628448,3180.774194,744.6830601,0.052859098,2349.125,756.7287671,0.046292186,3850.6,648.0575342,Toscana,Lucca,Centro
Abetone,Abetone,,Abetone Cutigliano,0.045777408,2506.423077,1135.931507,0.036911019,3423,1137.871585,0.041027659,2891.645833,1169.942466,0.038520748,2402.521739,1194.161644,Toscana,Pistoia,Centro
Seravezza,,,Seravezza,0.045866752,3717.649057,5777.605479,0.046664429,3355.770318,6064.576503,0.061829666,7361.059896,6210.610959,0.061388716,2813.609043,6124.90411,Toscana,Lucca,Centro
Stazzema,,,Stazzema,0.048795605,63485.72727,1352.580822,0.044905754,2553.629032,1380.669399,0.05220129,12229.19178,1398.432877,0.066347199,3648.648352,1371.572603,Toscana,Lucca,Centro
Vergemoli,Vergemoli,,Fabbriche di Vergemoli,0.040479095,2808.785714,345.8575342,0.0166166,2658.333333,361.0846995,0.049968264,2994.181818,220.139726,0.036507823,5010.142857,191.739726,,,
Agliana,,,Agliana,0.054138614,5674.395785,7887.161644,0.04714227,3576.502618,8103.131148,0.070560191,4610.885135,8390,0.070016566,3588.666667,7969.542466,Toscana,Pistoia,Centro
Villa Basilica,,,Villa Basilica,0.045777489,5750.675676,808.2575342,0.042527339,4485.142857,823,0.054303097,3752.638298,865.5123288,0.057353865,17675.91837,854.3452055,Toscana,Lucca,Centro
Villa Collemandina,,,Villa Collemandina,0.027464029,3163.5,655.4027397,0.025813571,1729.588235,658.568306,0.045387448,3015.064516,683.0082192,0.055945128,2791.527778,643.4876712,Toscana,Lucca,Centro
Marliana,,,Marliana,0.047883027,2510.285714,1461.89589,0.02934397,2788.681818,1499.456284,0.067674414,3069.182692,1536.769863,0.070583568,3088.082474,1374.257534,Toscana,Pistoia,Centro
Piteglio,Piteglio,,San Marcello Piteglio,0.047348521,3475.052941,3590.39726,0.029826125,3508.485981,3587.459016,0.041773866,3364.912162,3542.884932,0.043442002,3168.544218,3383.821918,Toscana,Pistoia,Centro
Pistoia,,,Pistoia,0.052127049,4018.328695,39979.24384,0.045659185,5389.144086,40736.60109,0.065675464,4111.284242,41354.86575,0.065610794,4048.730146,38575.96986,Toscana,Pistoia,Centro
San Vendemiano,,,San Vendemiano,0.038433116,3827.205479,5698.210959,0.033489604,5969.42246,5583.822404,0.046129183,3826.776923,5636.345205,0.045403868,3051.319502,5307.917808,Veneto,Treviso,Nord-est
Quarrata,,,Quarrata,0.052739738,4905.623028,12021.29589,0.052668331,4780.327189,12360.36885,0.07357456,4705.740343,12667.42192,0.073852079,4175.192841,11726.14247,Toscana,Pistoia,Centro
Campi Bisenzio,,,Campi Bisenzio,0.065597662,3653.353873,17317.69041,0.056763868,3614.53202,17881.0929,0.085803257,5094.141871,18565.72877,0.088358816,3594.112445,17915.5863,Toscana,Firenze,Centro
Sambuca Pistoiese,,,Sambuca Pistoiese,0.036386619,2082.12,687.0657534,0.030375605,2041.666667,691.3442623,0.048120546,2601.970588,706.5589041,0.035038038,2042.25,684.969863,Toscana,Pistoia,Centro
Durazzano,,,Durazzano,0.06122004,3168.82,816.7260274,0.032925513,3209.555556,820.0327869,0.054042049,3233.978261,851.1890411,0.078842328,3075.126761,900.5315068,Campania,Benevento,Sud
San Marcello Pistoiese,San Marcello Pistoiese,,San Marcello Piteglio,0.047348521,3475.052941,3590.39726,0.029826125,3508.485981,3587.459016,0.041773866,3364.912162,3542.884932,0.043442002,3168.544218,3383.821918,Toscana,Pistoia,Centro
Rio nell'Elba,Rio nell'Elba,,Rio,0.063346252,29390.96522,1815.419178,0.03556602,1438.311475,1715.120219,0.049715609,1830.252874,1749.953425,0.057905621,2197.116279,1485.175342,Toscana,Livorno,Centro
